track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,decade
Lay It Down,Lloyd,spotify:track:0npGoOENjn7vVvIMmvWekQ,0.527,0.796,1,-5.111,0,0.062,0.017,0.0,0.0798,0.534,155.99,240107,4,25.67207,13,1,2010
Ni**as in Paris,Jay Z Kanye West,spotify:track:1auxYwYrFRqZP7t3s7w4um,0.788,0.859,1,-5.542,1,0.315,0.127,0.0,0.348,0.769,140.027,219333,4,19.33116,10,1,2010
Dance Again,Jennifer Lopez Featuring Pitbull,spotify:track:4d2hD63oUGU3s7L66JD0BE,0.792,0.856,11,-5.236,0,0.067,0.0159,2.88e-06,0.0981,0.714,127.988,237267,4,22.61843,14,1,2010
Spotlight,Gucci Mane Featuring Usher,spotify:track:5xgAPoTn4YswCIOjAGNWJI,0.781,0.806,10,-4.2,0,0.137,0.0982,0.0,0.403,0.69,125.019,236080,4,49.59069,12,1,2010
Gucci Gang,Lil Pump,spotify:track:43ZyHQITOjhciSUUNPVRHc,0.936,0.523,5,-6.71,1,0.0597,0.239,0.0,0.117,0.699,119.889,124056,4,77.54349,4,1,2010
Beg For It,Iggy Azalea Featuring M0,spotify:track:7MQREx2p9bXdqm8WTGVkGI,0.807,0.747,10,-4.31,0,0.0471,0.229,0.000111,0.0884,0.4,93.009,178107,4,24.88178,10,1,2010
The London,"Young Thug, J. Cole & Travis Scott",spotify:track:7DcvwMAiqKJQD1rrdfxSDx,0.796,0.586,4,-6.946,0,0.147,0.0247,0.0,0.132,0.179,97.981,200107,4,20.53311,9,1,2010
Home,Dierks Bentley,spotify:track:6q5nAr2JniAHj1gKheejE0,0.61,0.69,11,-7.157,1,0.0378,0.463,0.0409,0.0842,0.462,118.038,238413,4,33.47703,10,1,2010
Bound 2,Kanye West,spotify:track:3sNVsP50132BTNlImLx70i,0.365,0.666,1,-2.821,1,0.0471,0.145,0.0,0.113,0.311,149.445,229147,4,33.36305,8,1,2010
Slow Motion,Trey Songz,spotify:track:4NYwy0R3NdvORX2B6OZXBT,0.733,0.408,7,-7.834,0,0.0388,0.679,3.92e-05,0.11,0.291,94.947,197854,4,30.37535,11,1,2010
Tongue Tied,Grouplove,spotify:track:0GO8y8jQk1PkHzS31d699N,0.56,0.936,3,-5.835,1,0.0439,0.00847,0.0,0.161,0.371,112.96,218013,4,61.21171,9,1,2010
Red Opps,21 Savage,spotify:track:3cqZH3cqvfbV8wVbvHyPbG,0.703,0.709,9,-6.452,1,0.402,0.00908,0.0,0.127,0.569,140.998,163340,4,28.11481,8,1,2010
Blah Blah Blah,Ke$ha Featuring 3OH!3,spotify:track:7lWUJpax919G4JdaFEVmCy,0.752,0.836,10,-3.173,1,0.115,0.0843,0.000425,0.424,0.519,120.003,172053,4,34.69668,9,1,2010
Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,spotify:track:3bidbhpOYeV4knp8AIu8Xn,0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078,258343,4,20.60529,15,1,2010
Cry Pretty,Carrie Underwood,spotify:track:7B9UAoGiN4iMCv4s40xoiM,0.374,0.742,6,-3.36,1,0.0432,0.00517,0.0,0.11,0.21,139.953,247320,3,25.68248,14,1,2010
I Don't Dance,Lee Brice,spotify:track:5aj0xPGiEUN3aI2oOYu14S,0.587,0.559,1,-7.742,1,0.0321,0.399,6.69e-06,0.0992,0.19,92.036,221173,4,41.35884,10,1,2010
Lose It,Quavo Featuring Lil Baby,spotify:track:69PkhA9q3xCWU2CzoZnLAu,0.962,0.573,7,-5.924,1,0.308,0.0161,0.0,0.109,0.728,125.035,237655,4,61.96648,7,1,2010
I Feel It Coming,The Weeknd Featuring Daft Punk,spotify:track:3dhjNA0jGA8vHBQ1VdD6vV,0.773,0.819,0,-5.946,0,0.118,0.426,0.0,0.0679,0.585,92.99,269187,4,58.27695,10,1,2010
No Promises,Cheat Codes Featuring Demi Lovato,spotify:track:5lNuqFVMca4vPupY10cH0J,0.739,0.619,10,-6.669,1,0.162,0.0572,0.0,0.105,0.58,112.961,222787,4,26.57643,11,1,2010
Panda,Desiigner,spotify:track:275a9yzwGB6ncAW4SxY7q3,0.685,0.731,10,-5.503,0,0.414,0.0292,0.0,0.369,0.266,145.245,247867,4,31.17065,8,1,2010
Story Of My Life,One Direction,spotify:track:4nVBt6MZDDP6tRVdQTgxJg,0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07,245493,4,47.57315,12,1,2010
Ella Quiere Beber,Anuel AA & Romeo Santos,spotify:track:3f5lA8nnc4YYF1qf78WpHw,0.75,0.665,8,-3.083,1,0.124,0.265,0.0,0.0515,0.697,95.239,219357,4,24.73369,10,1,2010
Hell On The Heart,Eric Church,spotify:track:5XcMzuskwO305UC7RBm9Zu,0.637,0.89,0,-3.877,1,0.0312,0.0832,1.9e-06,0.0892,0.928,123.002,164733,4,26.31749,7,1,2010
Mr. Know It All,Kelly Clarkson,spotify:track:7uRznL3LcuazKpwCTpDltz,0.676,0.807,5,-5.131,1,0.029,0.0284,0.0,0.0701,0.443,95.956,232520,4,29.74827,12,1,2010
I Know Somebody,LOCASH,spotify:track:6pyshZbArprWRBXLbYVPO9,0.505,0.903,1,-3.699,1,0.037,0.0356,0.0,0.127,0.491,88.986,197830,4,31.89124,7,1,2010
Radioactive,Kings Of Leon,spotify:track:60CirPlTOEWOUBus7HxV3B,0.408,0.925,5,-4.88,1,0.0533,0.00877,0.000454,0.12,0.361,126.405,206187,4,22.15137,9,1,2010
Firestone,Kygo Featuring Conrad,spotify:track:1I8tHoNBFTuoJAlh4hfVVE,0.486,0.652,11,-7.226,0,0.052,0.408,6.63e-05,0.077,0.391,113.055,273684,4,17.75892,15,1,2010
Greatest Love Story,LANCO,spotify:track:2yQZwi1P8AkkxxFhQ8rMEK,0.671,0.617,10,-8.72,1,0.0561,0.401,0.0,0.119,0.62,147.986,222573,4,33.97211,11,1,2010
The Long Way,Brett Eldredge,spotify:track:5vuMtXS5kQ7F0o9V9rG1dG,0.488,0.637,10,-7.63,1,0.0401,0.265,0.0,0.106,0.23,88.865,208720,4,49.30503,9,1,2010
Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,spotify:track:1f5cbQtDrykjarZVrShaDI,0.839,0.81,5,-5.274,0,0.0568,0.501,0.0,0.117,0.814,129.014,209269,4,45.63839,6,1,2010
Perfect,One Direction,spotify:track:3NLnwwAQbbFKcEcV8hDItk,0.647,0.823,2,-5.231,1,0.0762,0.0598,0.0,0.119,0.396,99.933,230333,4,22.57097,12,1,2010
Kings And Queens,Thirty Seconds To Mars,spotify:track:4sjLcE0GQ6urc4iUXsUPe9,0.293,0.816,8,-5.432,1,0.0844,0.0401,2.95e-05,0.13,0.148,164.982,347667,4,35.45213,11,1,2010
Fall,Eminem,spotify:track:58QhkbaAkLFnn7JwAnAato,0.83,0.546,1,-5.716,1,0.295,0.227,0.0,0.112,0.535,182.973,262494,4,39.07596,9,1,2010
Talk Dirty,Jason Derulo Featuring 2 Chainz,spotify:track:5KONnBIQ9LqCxyeSPin26k,0.635,0.691,0,-4.862,1,0.258,0.555,0.0,0.097,0.638,82.142,217419,4,25.16837,9,1,2010
Sexy Chick,David Guetta Featuring Akon,spotify:track:4MKzCHlZvkwJOQRNkdw4zq,0.809,0.562,11,-7.694,0,0.0534,0.0816,0.000418,0.105,0.798,130.003,194347,4,30.66844,8,1,2010
Wasted Time,Keith Urban,spotify:track:13wYXGimJ5fANFu0y2pqG1,0.625,0.825,7,-5.758,1,0.0481,0.0621,0.0,0.0753,0.341,100.004,233827,4,47.13331,9,1,2010
"Bon, Bon",Pitbull,spotify:track:2sFU5bR4Nsk0SWtZZIc36r,0.798,0.895,5,-7.811,1,0.216,0.177,0.0,0.358,0.784,127.967,215880,4,45.99864,9,1,2010
Yellow Hearts,Ant Saunders,spotify:track:2W4yABdLc4Jnds67Poi5Nl,0.865,0.438,7,-8.943,1,0.0719,0.177,0.0,0.0743,0.695,129.038,223258,4,45.12781,9,1,2010
Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,spotify:track:6kex4EBAj0WHXDKZMEJaaF,0.696,0.817,1,-3.862,1,0.109,0.075,0.0,0.187,0.782,98.064,216409,4,36.98563,11,1,2010
Two Is Better Than One,Boys Like Girls Featuring Taylor Swift,spotify:track:1MaqkdFNIKPdpQGDzme5ss,0.521,0.702,0,-5.189,1,0.0331,0.189,0.0,0.0962,0.25,127.976,242840,4,22.62452,10,1,2010
Point At You,Justin Moore,spotify:track:5ZMFVgZSYvbq3SmgRwaGMa,0.626,0.805,7,-5.81,1,0.0449,0.0126,0.0,0.156,0.882,116.03,180720,4,55.71626,8,1,2010
The Cave,Mumford & Sons,spotify:track:7IxVWmdabNVhfLBV3JD0nJ,0.595,0.506,4,-9.682,1,0.0388,0.0464,0.000138,0.107,0.346,141.981,217987,4,46.40826,10,1,2010
Without You,Keith Urban,spotify:track:0KzEhOxVbub9dglj5mMyCc,0.496,0.397,1,-10.534,1,0.0299,0.463,6.54e-06,0.128,0.611,160.021,236027,4,35.05381,12,1,2010
Highway Don't Care,Tim McGraw With Taylor Swift,spotify:track:4wFUdSCer8bdQsrp1M90sa,0.469,0.798,2,-5.34,1,0.039,0.0225,0.0,0.0861,0.542,158.114,276880,4,25.07222,8,1,2010
You Broke Up With Me,Walker Hayes,spotify:track:6UsoV6X96Rox9mfxoz7SFy,0.846,0.711,0,-7.939,1,0.061,0.496,0.0,0.247,0.883,120.013,197840,4,34.64072,10,1,2010
Time I'm On,YoungBoy Never Broke Again,spotify:track:6vWzkhoAp1SF4PEJ0iLKYQ,0.732,0.683,7,-6.477,1,0.29,0.0567,0.0,0.149,0.583,160.002,192012,4,24.01766,11,1,2010
Singing In The Rain / Umbrella,Glee Cast Featuring Gwyneth Paltrow,spotify:track:42QbrSdEV2JIlNdmk3M8Uq,0.596,0.74,0,-5.552,1,0.0486,0.00724,0.0,0.357,0.527,88.938,183293,4,54.91543,7,1,2010
Crazy Girl,Eli Young Band,spotify:track:1nVLAEzhBXMJLR5zAl90Nl,0.366,0.651,4,-3.842,1,0.031,0.000415,0.00526,0.271,0.257,151.343,200707,3,23.07263,9,1,2010
F**kin' Perfect,P!nk,spotify:track:3MGJF1CDFGfjXESL2Heva0,0.57,0.646,7,-4.748,1,0.0331,0.0412,0.0,0.362,0.485,91.954,213413,4,42.11806,8,1,2010
God Made Girls,RaeLynn,spotify:track:24tygl4LPQcQgeBe7qzY3n,0.488,0.917,3,-2.939,1,0.0291,0.0897,3.25e-06,0.135,0.772,156.053,215013,4,31.96455,11,1,2010
Empty,Juice WRLD,spotify:track:41MCdlvXOl62B7Kv86Bb1v,0.745,0.561,0,-4.869,1,0.0807,0.0758,0.0,0.133,0.449,77.557,248431,4,26.36971,8,1,2010
Up Down (Do This All Day),T-Pain Featuring B.o.B,spotify:track:1uH1Nd8vet2uoZSDFSDwbh,0.763,0.53,5,-5.554,0,0.0577,0.272,0.0,0.16,0.469,97.033,231893,4,40.27092,12,1,2010
I Cry,Flo Rida,spotify:track:4bZd0nRuX8HyjeXAUBczvm,0.693,0.822,4,-5.441,0,0.0439,0.00616,1.79e-06,0.315,0.763,126.035,223800,4,50.10068,11,1,2010
Where Ya At,Future Featuring Drake,spotify:track:5nN8BwAQDJDguq7Dpd3JQQ,0.813,0.453,1,-6.941,1,0.338,0.0933,0.0,0.14,0.191,161.997,208027,4,87.15384,10,1,2010
Please Me,Cardi B & Bruno Mars,spotify:track:0PG9fbaaHFHfre2gUVo7AN,0.747,0.57,1,-6.711,1,0.081,0.0642,0.0,0.0832,0.65,133.992,200890,4,32.91006,11,1,2010
Come With Me Now,KONGOS,spotify:track:2kWowW0k4oFymhkr7LmvzO,0.654,0.726,10,-3.803,0,0.0401,0.0311,6.35e-05,0.0618,0.728,103.987,211960,4,19.44797,12,1,2010
Hello,Adele,spotify:track:4sPmO7WMQUAf45kwMOtONw,0.481,0.451,5,-6.095,0,0.0347,0.336,0.0,0.0872,0.289,157.966,295493,4,67.51716,7,1,2010
Confession,Florida Georgia Line,spotify:track:6IFPfV8PNSYOmufzQ95hmm,0.549,0.878,1,-5.066,1,0.0358,0.106,6.07e-05,0.176,0.44,104.98,190640,4,35.55817,8,1,2010
Gold,Britt Nicole,spotify:track:2fdd8W8eTym1gWO1dl1nxo,0.65,0.819,8,-3.389,1,0.031,0.0266,0.0,0.348,0.895,95.958,179334,4,62.36964,7,1,2010
Outta Your Mind,Lil Jon Featuring LMFAO,spotify:track:2dOYuWJ8HKTHGuUaLOH7p1,0.876,0.984,8,-2.018,1,0.274,0.234,0.0,0.0505,0.642,99.976,250747,4,49.23569,15,1,2010
Panini,Lil Nas X,spotify:track:6fTt0CH2t0mdeB2N9XFG5r,0.703,0.594,5,-6.146,0,0.0752,0.342,0.0,0.123,0.475,153.848,114893,4,38.37416,6,1,2010
Boom Clap,Charli XCX,spotify:track:0Y1MWB026LYxGvhq4EcMiC,0.659,0.911,4,-2.28,1,0.0786,0.154,0.000304,0.191,0.576,91.999,169866,4,34.62167,9,1,2010
Hotel Key,Old Dominion,spotify:track:33471tzU1VghDg9zNgGRpz,0.758,0.867,11,-5.087,1,0.0475,0.152,0.0,0.308,0.964,102.018,166573,4,29.76699,9,1,2010
The Way I Am,Charlie Puth,spotify:track:6qNALlmZa1ESnCxJmXE1K9,0.755,0.769,10,-5.658,0,0.186,0.314,2.38e-06,0.0628,0.642,114.966,186080,4,33.48874,7,1,2010
Scary Monsters And Nice Sprites,Skrillex,spotify:track:4rwpZEcnalkuhPyGkEdhu0,0.523,0.944,7,-3.581,0,0.0837,0.00336,0.557,0.119,0.324,139.997,243354,4,69.49224,8,1,2010
Can't Shake You,Gloriana,spotify:track:1lNl7zRexUwxQ20OKONF3A,0.651,0.696,9,-6.611,1,0.0331,0.247,0.0,0.114,0.441,112.988,266973,4,47.49924,12,1,2010
Birthday Cake,Rihanna Featuring Chris Brown,spotify:track:4EfN6bixdOOgoLYR5C4cWo,0.702,0.826,3,-6.498,1,0.0529,0.32,0.000227,0.355,0.329,80.014,78200,4,25.35801,4,1,2010
Everybody's Got Somebody But Me,Hunter Hayes Featuring Jason Mraz,spotify:track:0spRhrdp5a0qHBzcYwtFIX,0.638,0.53,5,-6.928,1,0.063,0.337,0.0,0.179,0.882,151.618,159347,4,39.94246,8,1,2010
Praying,Kesha,spotify:track:0jdny0dhgjUwoIp5GkqEaA,0.576,0.39,10,-7.202,1,0.0297,0.491,0.0,0.111,0.319,73.433,230267,4,37.01119,11,1,2010
Same Damn Time,Future,spotify:track:2krzD9gBw8tI3fmFyCv4sR,0.718,0.862,11,-4.915,1,0.0445,0.0135,0.0,0.24,0.305,138.97,273000,4,42.70257,11,1,2010
Roll With It,Easton Corbin,spotify:track:7bNX2Fgb4MjPrYbkHaCNwV,0.709,0.654,5,-7.753,1,0.0267,0.106,0.0,0.277,0.488,119.989,207587,4,41.44457,9,1,2010
I Just Had Sex,The Lonely Island Featuring Akon,spotify:track:5PEleSkK4p4E1sx3x7cOLt,0.615,0.813,6,-4.318,1,0.143,0.0193,0.0,0.196,0.799,167.991,166560,4,33.77149,8,1,2010
Tonight Looks Good On You,Jason Aldean,spotify:track:1pm6AoOYO81llP3gwkTAbI,0.481,0.75,6,-5.593,0,0.0537,0.219,1.2e-06,0.0958,0.523,169.958,231667,4,34.66569,8,1,2010
Humble And Kind,Tim McGraw,spotify:track:4Pn0JlCUusD2QHjADuOzuV,0.355,0.48,11,-7.31,1,0.0282,0.679,2.28e-06,0.12,0.137,100.956,259267,3,24.89955,11,1,2010
How Country Feels,Randy Houser,spotify:track:6aUhfNWYnMThF3TGtuYUUu,0.678,0.839,7,-3.617,1,0.0394,0.0379,0.0,0.0742,0.772,104.952,185907,4,27.98035,8,1,2010
Meant To Be,Bebe Rexha & Florida Georgia Line,spotify:track:7iDa6hUg2VgEL1o1HjmfBn,0.643,0.783,10,-6.458,1,0.0856,0.047,0.0,0.083,0.579,154.084,163870,4,31.83365,7,1,2010
Roll Up,Wiz Khalifa,spotify:track:53DB6LJV9B8sz0p1s6tlGS,0.523,0.805,3,-5.473,1,0.192,0.0524,0.0,0.0914,0.602,125.358,227773,5,30.27189,13,1,2010
Young & Crazy,Frankie Ballard,spotify:track:6ll39ALTlddWWQZLjSFlwM,0.61,0.876,0,-4.244,1,0.0394,0.0247,0.0,0.31,0.783,115.05,180347,4,31.14228,9,1,2010
Foreign,Trey Songz,spotify:track:0tyYpW6eJ2q7Dtfyc3v7rO,0.749,0.643,5,-7.424,0,0.114,0.0254,0.0,0.101,0.651,123.92,249000,4,45.35637,14,1,2010
My Old Man,Zac Brown Band,spotify:track:6OzujJBXwYPxJ7KeqflLtr,0.64,0.196,4,-11.478,1,0.0267,0.819,3.63e-05,0.0978,0.301,143.919,227222,4,33.28357,11,1,2010
Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen,spotify:track:0rFQ5cKYJ9WtHSKp9sxVYt,0.764,0.555,11,-6.414,1,0.0604,0.275,0.0,0.0824,0.255,111.004,169227,4,35.15899,8,1,2010
What Ifs,Kane Brown Featuring Lauren Alaina,spotify:track:7zVCrzzEJU7u24sbJPXA5W,0.612,0.799,10,-4.603,1,0.0275,0.00898,0.0,0.172,0.687,125.976,188253,4,27.92239,8,1,2010
Wasted Times,The Weeknd,spotify:track:7DKS0rX27cCEPsK0R6tFWS,0.56,0.678,10,-6.167,0,0.0581,0.61,1.42e-05,0.111,0.29,122.585,220293,4,31.96724,10,1,2010
Baby Sitter,DaBaby Featuring Offset,spotify:track:7f1zjZG77S891Uv4O68yfk,0.852,0.73,1,-5.803,1,0.0579,0.0219,0.0,0.336,0.394,92.506,157693,4,43.33546,8,1,2010
Sign Of The Times,Harry Styles,spotify:track:5Ohxk2dO5COHF1krpoPigN,0.516,0.595,5,-4.63,1,0.0313,0.0275,0.0,0.109,0.222,119.972,340707,4,57.09561,13,1,2010
Let It Go,Demi Lovato,spotify:track:1A2PVHd6kWaMlaJVkMfXmz,0.505,0.624,7,-6.513,1,0.0371,0.0235,0.0,0.5,0.215,139.849,224387,4,44.70719,11,1,2010
Radioactive,Imagine Dragons,spotify:track:4G8gkOterJn0Ywt6uhqbhp,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,186813,4,49.79873,7,1,2010
Dear Hate,Maren Morris Featuring Vince Gill,spotify:track:7zOoHxDt1duHL8czY7o7ab,0.526,0.412,9,-9.292,1,0.0385,0.804,0.0,0.117,0.289,79.732,220387,4,66.78981,10,1,2010
Almost Like Praying,Lin-Manuel Miranda Featuring Artists For Puerto Rico,spotify:track:3dskm5fAe8OkBtM9E0VVWx,0.471,0.791,5,-3.373,0,0.238,0.0198,0.0,0.232,0.507,188.36,200457,4,29.15288,11,1,2010
Somethin' Bad,Miranda Lambert Duet With Carrie Underwood,spotify:track:6s9m5J92By7jii22Q2XtY2,0.68,0.888,9,-5.308,1,0.055,0.0527,2.82e-06,0.0575,0.484,90.076,169587,4,28.6756,6,1,2010
1 Night,Lil Yachty,spotify:track:40yJGQyEaBbIkXpwMFkXip,0.764,0.475,0,-12.618,1,0.114,0.345,0.0,0.14,0.34,129.974,243270,4,59.57907,8,1,2010
Cost Of Livin',Ronnie Dunn,spotify:track:41TDpmZqjVfCEFE8yMNhGc,0.662,0.29,4,-7.896,1,0.0349,0.895,0.0,0.0959,0.283,148.393,250480,4,23.66798,12,1,2010
Odio,Romeo Santos Featuring Drake,spotify:track:1iLv1ieT9BZ3qsti9yTCnG,0.802,0.725,0,-5.965,0,0.0676,0.574,0.0,0.0821,0.598,128.04,225000,4,31.00007,9,1,2010
How Long,Charlie Puth,spotify:track:6wmAHw1szh5RCKSRjiXhPe,0.845,0.561,1,-5.253,0,0.0778,0.211,3.49e-06,0.0383,0.811,109.974,200853,4,25.6548,9,1,2010
Best Friend's Brother,Victorious Cast Featuring Victoria Justice,spotify:track:5ilbsx6qkdgTZLptWIvXEV,0.613,0.917,8,-4.754,1,0.0637,0.000398,9.69e-06,0.159,0.77,140.001,218267,4,19.43377,11,1,2010
Pirate Flag,Kenny Chesney,spotify:track:1RfPA6mxhOvc5dVK9MHReF,0.559,0.795,7,-6.255,1,0.052,0.0787,4.83e-06,0.102,0.553,160.039,225427,4,24.34276,11,1,2010
If You Only Knew,Shinedown,spotify:track:0CkSF2TAqIu8TJaVwwAOnT,0.449,0.956,9,-4.011,0,0.0398,0.000347,0.0,0.325,0.321,97.011,226640,4,40.26358,8,1,2010
Road Less Traveled,Lauren Alaina,spotify:track:4nxgA1nvXvTkmsBY0vJV57,0.611,0.886,0,-4.673,1,0.0343,0.0551,1.1e-06,0.247,0.27,112.988,216267,4,20.9687,10,1,2010
Venom,Eminem,spotify:track:2SL6oP2YAEQbqsrkOzRGO4,0.749,0.794,0,-5.063,1,0.064,0.0193,0.0,0.543,0.46,135.959,269554,4,76.59695,10,1,2010
Father Stretch My Hands Pt. 1,Kanye West,spotify:track:4KW1lqgSr8TKrvBII0Brf8,0.724,0.573,7,-4.113,1,0.0549,0.118,0.0,0.538,0.438,113.088,135920,4,34.53509,8,1,2010
Good As Hell,Lizzo,spotify:track:3Yh9lZcWyKrK9GjbhuS0hR,0.682,0.919,0,-3.18,0,0.0875,0.256,0.0,0.442,0.535,95.982,159736,4,42.7758,7,1,2010
Mood Swings,A Boogie Wit da Hoodie,spotify:track:2xE16muNCmhZwSOv3i1d1H,0.943,0.664,4,-5.952,0,0.106,0.235,5.84e-06,0.112,0.93,120.051,156893,4,35.63048,9,1,2010
Losing My Religion,Dia Frampton,spotify:track:0Q5U5alAt2pjop9331E5cQ,0.619,0.701,3,-5.495,0,0.0305,0.135,0.0,0.164,0.45,129.899,212240,4,36.23064,9,1,2010
Goodbye Town,Lady Antebellum,spotify:track:1qDahv56bbyCytqvnvY2Yp,0.678,0.72,4,-6.034,1,0.027,0.165,5.73e-06,0.114,0.538,95.027,288800,4,70.00799,8,1,2010
Taste,Tyga Featuring Offset,spotify:track:5IaHrVsrferBYDm0bDyABy,0.884,0.559,0,-7.442,1,0.12,0.0236,0.0,0.101,0.342,97.994,232959,4,37.39054,8,1,2010
Major Minus,Coldplay,spotify:track:6maXBs9zUY48m1UNHgTeRC,0.445,0.67,4,-5.232,0,0.0326,0.000236,0.8,0.606,0.401,115.415,210325,4,32.96529,11,1,2010
Merry Go 'round,Kacey Musgraves,spotify:track:5UDqWOgDdixYMAgAyNbpgh,0.651,0.466,6,-9.403,1,0.0305,0.541,0.0027,0.116,0.326,86.953,206893,4,31.79888,9,1,2010
Give In To Me,Garrett Hedlund & Leighton Meester,spotify:track:5rwxsHLK1q9fPJFyyqJmP1,0.624,0.357,0,-10.031,1,0.0234,0.632,9.2e-06,0.112,0.402,79.998,209920,4,29.83041,10,1,2010
Love Is An Open Door,Kristen Bell & Santino Fontana,spotify:track:3IPnBzGRMg6BfViFxxa0Gq,0.737,0.637,6,-6.308,0,0.0735,0.262,0.0,0.319,0.537,100.033,124733,4,54.18728,7,1,2010
Ice Ice Baby,Glee Cast,spotify:track:3kUkjtNjWG7jFEMIEPnVJq,0.98,0.816,7,-8.087,1,0.0831,0.0192,0.00298,0.0554,0.787,120.019,205120,4,37.90091,6,1,2010
How Deep Is Your Love,Calvin Harris & Disciples,spotify:track:22mek4IiqubGD9ctzxc69s,0.738,0.868,11,-4.373,0,0.0731,0.0389,0.00171,0.388,0.336,122.003,212640,4,30.41495,12,1,2010
The Greatest,Sia Featuring Kendrick Lamar,spotify:track:7xHWNBFm6ObGEQPaUxHuKO,0.668,0.725,1,-6.127,1,0.266,0.0102,0.000479,0.0561,0.729,191.944,210227,4,40.019,9,1,2010
Habits (Stay High),Tove Lo,spotify:track:14OxJlLdcHNpgsm4DRwDOB,0.733,0.65,5,-3.539,1,0.0315,0.0703,6.59e-05,0.0829,0.348,110.003,209160,4,42.02337,9,1,2010
Solo,Iyaz,spotify:track:3fV2ZnSsxgvXUHshkGCBdR,0.73,0.728,11,-3.113,1,0.0291,0.197,0.0,0.197,0.68,130.061,194267,4,33.14599,9,1,2010
Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",spotify:track:4dASQiO1Eoo3RJvt74FtXB,0.502,0.786,9,-4.378,0,0.317,0.255,0.0,0.65,0.739,169.021,243491,4,24.53932,12,1,2010
Break On Me.,Keith Urban,spotify:track:2wu2C3Tij2Prb7LIbutDqB,0.618,0.764,8,-7.086,1,0.0299,0.379,0.000211,0.108,0.447,87.012,208360,4,44.48699,9,1,2010
Victorious,Panic! At The Disco,spotify:track:6od5hFv9IT5JHc7NEF9HRv,0.57,0.865,8,-4.518,1,0.0472,0.00205,0.0,0.404,0.691,110.01,178600,4,26.93243,10,1,2010
Supplies,Justin Timberlake,spotify:track:6jT85s2dZ55HBqjXYi2rfI,0.793,0.554,11,-6.624,0,0.0451,0.00695,0.0,0.127,0.225,119.993,225600,4,20.58736,14,1,2010
All Your Life,The Band Perry,spotify:track:2khs94jHAVzUm3Pu4mAMmv,0.536,0.521,9,-5.373,1,0.0261,0.227,0.0,0.165,0.455,131.937,231933,4,36.52723,7,1,2010
iSpy,KYLE Featuring Lil Yachty,spotify:track:2EEeOnHehOozLq4aS0n6SL,0.746,0.653,7,-6.745,1,0.289,0.378,0.0,0.229,0.672,75.016,253107,4,40.20685,11,1,2010
I Made It (Cash Money Heroes),"Kevin Rudolf Featuring Birdman, Jay Sean, & Lil Wayne",spotify:track:6H2wnX7ytNeCKERIVqCwgs,0.592,0.944,7,-2.94,1,0.111,0.043,0.0,0.365,0.574,124.42,249547,5,35.67116,13,1,2010
Do It Again,Pia Mia Featuring Chris Brown & Tyga,spotify:track:72Bz4ciRZPBcVSw0nrZDHi,0.712,0.564,8,-6.527,1,0.047,0.0266,0.0,0.0874,0.411,95.95,207747,4,27.47884,7,1,2010
Photograph,Ed Sheeran,spotify:track:1HNkqx9Ahdgi1Ixy2xkKkL,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987,4,35.19423,13,1,2010
Japan,Famous Dex,spotify:track:5PTG6rrL6EPFD9E2QMI2pl,0.733,0.678,6,-7.771,1,0.438,0.121,0.0,0.344,0.841,175.985,142000,4,56.51836,6,1,2010
Welcome To My Hood,"DJ Khaled Featuring Rick Ross, Plies, Lil Wayne & T-Pain",spotify:track:2NYYUTe0vuU5Tq4smECz71,0.585,0.815,7,-4.203,1,0.228,0.0221,0.0,0.14,0.541,140.077,430733,4,37.55202,20,1,2010
Never Say Never,Justin Bieber Featuring Jaden Smith,spotify:track:5GYbkDveRD2I8M5ZJ14hWn,0.739,0.807,0,-5.063,1,0.0647,0.0181,0.0,0.295,0.633,97.048,227853,4,44.33421,11,1,2010
Over You,Miranda Lambert,spotify:track:3fDsErbmOD3TuaSDuxSXav,0.566,0.507,6,-6.973,1,0.0279,0.535,0.00619,0.107,0.141,158.119,253373,4,37.72111,10,1,2010
I'm Upset,Drake,spotify:track:3qN5qMTKyEEmiTZD38BNTT,0.899,0.586,11,-7.866,0,0.344,0.279,0.0,0.0836,0.492,150.001,214467,4,32.03313,11,1,2010
Alone,Halsey Featuring Big Sean & Stefflon Don,spotify:track:2Te14aSrBgFj1CE2sBBVMX,0.602,0.724,2,-3.469,0,0.0352,0.0184,0.0,0.606,0.451,100.064,205660,4,21.81092,9,1,2010
